id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,meta_source_county,meta_source_city,history.2026-08-13.event,history.2026-08-13.price,history.2026-08-13.listingType,history.2026-08-13.listedDate,history.2026-08-13.removedDate,history.2026-08-13.daysOnMarket,history.2026-07-31.event,history.2026-07-31.price,history.2026-07-31.listingType,history.2026-07-31.listedDate,history.2026-07-31.removedDate,history.2026-07-31.daysOnMarket,lotSize,yearBuilt,hoa.fee,history.2025-06-03.event,history.2025-06-03.price,history.2025-06-03.listingType,history.2025-06-03.listedDate,history.2025-06-03.removedDate,history.2025-06-03.daysOnMarket,history.2025-06-01.event,history.2025-06-01.price,history.2025-06-01.listingType,history.2025-06-01.listedDate,history.2025-06-01.removedDate,history.2025-06-01.daysOnMarket,history.2025-07-25.event,history.2025-07-25.price,history.2025-07-25.listingType,history.2025-07-25.listedDate,history.2025-07-25.removedDate,history.2025-07-25.daysOnMarket,history.2025-07-17.event,history.2025-07-17.price,history.2025-07-17.listingType,history.2025-07-17.listedDate,history.2025-07-17.removedDate,history.2025-07-17.daysOnMarket,history.2025-08-03.event,history.2025-08-03.price,history.2025-08-03.listingType,history.2025-08-03.listedDate,history.2025-08-03.removedDate,history.2025-08-03.daysOnMarket,history.2026-07-16.event,history.2026-07-16.price,history.2026-07-16.listingType,history.2026-07-16.listedDate,history.2026-07-16.removedDate,history.2026-07-16.daysOnMarket,history.2026-07-21.event,history.2026-07-21.price,history.2026-07-21.listingType,history.2026-07-21.listedDate,history.2026-07-21.removedDate,history.2026-07-21.daysOnMarket,history.2025-12-04.event,history.2025-12-04.price,history.2025-12-04.listingType,history.2025-12-04.listedDate,history.2025-12-04.removedDate,history.2025-12-04.daysOnMarket,history.2026-06-18.event,history.2026-06-18.price,history.2026-06-18.listingType,history.2026-06-18.listedDate,history.2026-06-18.removedDate,history.2026-06-18.daysOnMarket,history.2026-07-26.event,history.2026-07-26.price,history.2026-07-26.listingType,history.2026-07-26.listedDate,history.2026-07-26.removedDate,history.2026-07-26.daysOnMarket,history.2024-10-17.event,history.2024-10-17.price,history.2024-10-17.listingType,history.2024-10-17.listedDate,history.2024-10-17.removedDate,history.2024-10-17.daysOnMarket,history.2024-10-25.event,history.2024-10-25.price,history.2024-10-25.listingType,history.2024-10-25.listedDate,history.2024-10-25.removedDate,history.2024-10-25.daysOnMarket,history.2025-04-22.event,history.2025-04-22.price,history.2025-04-22.listingType,history.2025-04-22.listedDate,history.2025-04-22.removedDate,history.2025-04-22.daysOnMarket,history.2025-06-19.event,history.2025-06-19.price,history.2025-06-19.listingType,history.2025-06-19.listedDate,history.2025-06-19.removedDate,history.2025-06-19.daysOnMarket,history.2026-08-04.event,history.2026-08-04.price,history.2026-08-04.listingType,history.2026-08-04.listedDate,history.2026-08-04.removedDate,history.2026-08-04.daysOnMarket,history.2026-04-20.event,history.2026-04-20.price,history.2026-04-20.listingType,history.2026-04-20.listedDate,history.2026-04-20.removedDate,history.2026-04-20.daysOnMarket,history.2026-05-15.event,history.2026-05-15.price,history.2026-05-15.listingType,history.2026-05-15.listedDate,history.2026-05-15.removedDate,history.2026-05-15.daysOnMarket,history.2026-06-03.event,history.2026-06-03.price,history.2026-06-03.listingType,history.2026-06-03.listedDate,history.2026-06-03.removedDate,history.2026-06-03.daysOnMarket,history.2026-06-08.event,history.2026-06-08.price,history.2026-06-08.listingType,history.2026-06-08.listedDate,history.2026-06-08.removedDate,history.2026-06-08.daysOnMarket,history.2026-06-14.event,history.2026-06-14.price,history.2026-06-14.listingType,history.2026-06-14.listedDate,history.2026-06-14.removedDate,history.2026-06-14.daysOnMarket,history.2026-05-22.event,history.2026-05-22.price,history.2026-05-22.listingType,history.2026-05-22.listedDate,history.2026-05-22.removedDate,history.2026-05-22.daysOnMarket,history.2026-07-30.event,history.2026-07-30.price,history.2026-07-30.listingType,history.2026-07-30.listedDate,history.2026-07-30.removedDate,history.2026-07-30.daysOnMarket,history.2025-06-05.event,history.2025-06-05.price,history.2025-06-05.listingType,history.2025-06-05.listedDate,history.2025-06-05.removedDate,history.2025-06-05.daysOnMarket,history.2025-08-30.event,history.2025-08-30.price,history.2025-08-30.listingType,history.2025-08-30.listedDate,history.2025-08-30.removedDate,history.2025-08-30.daysOnMarket,history.2024-10-01.event,history.2024-10-01.price,history.2024-10-01.listingType,history.2024-10-01.listedDate,history.2024-10-01.removedDate,history.2024-10-01.daysOnMarket,history.2026-07-05.event,history.2026-07-05.price,history.2026-07-05.listingType,history.2026-07-05.listedDate,history.2026-07-05.removedDate,history.2026-07-05.daysOnMarket,history.2025-01-02.event,history.2025-01-02.price,history.2025-01-02.listingType,history.2025-01-02.listedDate,history.2025-01-02.removedDate,history.2025-01-02.daysOnMarket,history.2025-12-10.event,history.2025-12-10.price,history.2025-12-10.listingType,history.2025-12-10.listedDate,history.2025-12-10.removedDate,history.2025-12-10.daysOnMarket,history.2025-05-30.event,history.2025-05-30.price,history.2025-05-30.listingType,history.2025-05-30.listedDate,history.2025-05-30.removedDate,history.2025-05-30.daysOnMarket,history.2025-11-19.event,history.2025-11-19.price,history.2025-11-19.listingType,history.2025-11-19.listedDate,history.2025-11-19.removedDate,history.2025-11-19.daysOnMarket,history.2025-03-25.event,history.2025-03-25.price,history.2025-03-25.listingType,history.2025-03-25.listedDate,history.2025-03-25.removedDate,history.2025-03-25.daysOnMarket,history.2025-07-12.event,history.2025-07-12.price,history.2025-07-12.listingType,history.2025-07-12.listedDate,history.2025-07-12.removedDate,history.2025-07-12.daysOnMarket,history.2025-10-04.event,history.2025-10-04.price,history.2025-10-04.listingType,history.2025-10-04.listedDate,history.2025-10-04.removedDate,history.2025-10-04.daysOnMarket,history.2025-11-05.event,history.2025-11-05.price,history.2025-11-05.listingType,history.2025-11-05.listedDate,history.2025-11-05.removedDate,history.2025-11-05.daysOnMarket,history.2025-12-20.event,history.2025-12-20.price,history.2025-12-20.listingType,history.2025-12-20.listedDate,history.2025-12-20.removedDate,history.2025-12-20.daysOnMarket,history.2026-01-07.event,history.2026-01-07.price,history.2026-01-07.listingType,history.2026-01-07.listedDate,history.2026-01-07.removedDate,history.2026-01-07.daysOnMarket,history.2026-02-08.event,history.2026-02-08.price,history.2026-02-08.listingType,history.2026-02-08.listedDate,history.2026-02-08.removedDate,history.2026-02-08.daysOnMarket,history.2026-02-27.event,history.2026-02-27.price,history.2026-02-27.listingType,history.2026-02-27.listedDate,history.2026-02-27.removedDate,history.2026-02-27.daysOnMarket,history.2026-03-14.event,history.2026-03-14.price,history.2026-03-14.listingType,history.2026-03-14.listedDate,history.2026-03-14.removedDate,history.2026-03-14.daysOnMarket,history.2026-04-04.event,history.2026-04-04.price,history.2026-04-04.listingType,history.2026-04-04.listedDate,history.2026-04-04.removedDate,history.2026-04-04.daysOnMarket,history.2025-06-12.event,history.2025-06-12.price,history.2025-06-12.listingType,history.2025-06-12.listedDate,history.2025-06-12.removedDate,history.2025-06-12.daysOnMarket,history.2024-11-11.event,history.2024-11-11.price,history.2024-11-11.listingType,history.2024-11-11.listedDate,history.2024-11-11.removedDate,history.2024-11-11.daysOnMarket,history.2024-12-19.event,history.2024-12-19.price,history.2024-12-19.listingType,history.2024-12-19.listedDate,history.2024-12-19.removedDate,history.2024-12-19.daysOnMarket,history.2024-09-23.event,history.2024-09-23.price,history.2024-09-23.listingType,history.2024-09-23.listedDate,history.2024-09-23.removedDate,history.2024-09-23.daysOnMarket,history.2025-05-03.event,history.2025-05-03.price,history.2025-05-03.listingType,history.2025-05-03.listedDate,history.2025-05-03.removedDate,history.2025-05-03.daysOnMarket,history.2025-06-23.event,history.2025-06-23.price,history.2025-06-23.listingType,history.2025-06-23.listedDate,history.2025-06-23.removedDate,history.2025-06-23.daysOnMarket,history.2024-10-11.event,history.2024-10-11.price,history.2024-10-11.listingType,history.2024-10-11.listedDate,history.2024-10-11.removedDate,history.2024-10-11.daysOnMarket,history.2024-10-23.event,history.2024-10-23.price,history.2024-10-23.listingType,history.2024-10-23.listedDate,history.2024-10-23.removedDate,history.2024-10-23.daysOnMarket,history.2024-08-26.event,history.2024-08-26.price,history.2024-08-26.listingType,history.2024-08-26.listedDate,history.2024-08-26.removedDate,history.2024-08-26.daysOnMarket,history.2026-03-27.event,history.2026-03-27.price,history.2026-03-27.listingType,history.2026-03-27.listedDate,history.2026-03-27.removedDate,history.2026-03-27.daysOnMarket,history.2026-06-10.event,history.2026-06-10.price,history.2026-06-10.listingType,history.2026-06-10.listedDate,history.2026-06-10.removedDate,history.2026-06-10.daysOnMarket,history.2025-06-11.event,history.2025-06-11.price,history.2025-06-11.listingType,history.2025-06-11.listedDate,history.2025-06-11.removedDate,history.2025-06-11.daysOnMarket,history.2025-07-27.event,history.2025-07-27.price,history.2025-07-27.listingType,history.2025-07-27.listedDate,history.2025-07-27.removedDate,history.2025-07-27.daysOnMarket,history.2026-08-03.event,history.2026-08-03.price,history.2026-08-03.listingType,history.2026-08-03.listedDate,history.2026-08-03.removedDate,history.2026-08-03.daysOnMarket,history.2026-05-29.event,history.2026-05-29.price,history.2026-05-29.listingType,history.2026-05-29.listedDate,history.2026-05-29.removedDate,history.2026-05-29.daysOnMarket,history.2026-06-26.event,history.2026-06-26.price,history.2026-06-26.listingType,history.2026-06-26.listedDate,history.2026-06-26.removedDate,history.2026-06-26.daysOnMarket,history.2026-06-16.event,history.2026-06-16.price,history.2026-06-16.listingType,history.2026-06-16.listedDate,history.2026-06-16.removedDate,history.2026-06-16.daysOnMarket,history.2025-05-27.event,history.2025-05-27.price,history.2025-05-27.listingType,history.2025-05-27.listedDate,history.2025-05-27.removedDate,history.2025-05-27.daysOnMarket,history.2025-07-02.event,history.2025-07-02.price,history.2025-07-02.listingType,history.2025-07-02.listedDate,history.2025-07-02.removedDate,history.2025-07-02.daysOnMarket,history.2026-02-22.event,history.2026-02-22.price,history.2026-02-22.listingType,history.2026-02-22.listedDate,history.2026-02-22.removedDate,history.2026-02-22.daysOnMarket,history.2026-04-03.event,history.2026-04-03.price,history.2026-04-03.listingType,history.2026-04-03.listedDate,history.2026-04-03.removedDate,history.2026-04-03.daysOnMarket,history.2026-05-24.event,history.2026-05-24.price,history.2026-05-24.listingType,history.2026-05-24.listedDate,history.2026-05-24.removedDate,history.2026-05-24.daysOnMarket,history.2025-03-31.event,history.2025-03-31.price,history.2025-03-31.listingType,history.2025-03-31.listedDate,history.2025-03-31.removedDate,history.2025-03-31.daysOnMarket,history.2026-03-03.event,history.2026-03-03.price,history.2026-03-03.listingType,history.2026-03-03.listedDate,history.2026-03-03.removedDate,history.2026-03-03.daysOnMarket,history.2026-03-26.event,history.2026-03-26.price,history.2026-03-26.listingType,history.2026-03-26.listedDate,history.2026-03-26.removedDate,history.2026-03-26.daysOnMarket,history.2026-04-09.event,history.2026-04-09.price,history.2026-04-09.listingType,history.2026-04-09.listedDate,history.2026-04-09.removedDate,history.2026-04-09.daysOnMarket,history.2026-05-23.event,history.2026-05-23.price,history.2026-05-23.listingType,history.2026-05-23.listedDate,history.2026-05-23.removedDate,history.2026-05-23.daysOnMarket,history.2026-05-31.event,history.2026-05-31.price,history.2026-05-31.listingType,history.2026-05-31.listedDate,history.2026-05-31.removedDate,history.2026-05-31.daysOnMarket,history.2026-03-31.event,history.2026-03-31.price,history.2026-03-31.listingType,history.2026-03-31.listedDate,history.2026-03-31.removedDate,history.2026-03-31.daysOnMarket,history.2026-04-15.event,history.2026-04-15.price,history.2026-04-15.listingType,history.2026-04-15.listedDate,history.2026-04-15.removedDate,history.2026-04-15.daysOnMarket,history.2026-01-20.event,history.2026-01-20.price,history.2026-01-20.listingType,history.2026-01-20.listedDate,history.2026-01-20.removedDate,history.2026-01-20.daysOnMarket,history.2026-02-10.event,history.2026-02-10.price,history.2026-02-10.listingType,history.2026-02-10.listedDate,history.2026-02-10.removedDate,history.2026-02-10.daysOnMarket,history.2026-03-06.event,history.2026-03-06.price,history.2026-03-06.listingType,history.2026-03-06.listedDate,history.2026-03-06.removedDate,history.2026-03-06.daysOnMarket,history.2026-04-28.event,history.2026-04-28.price,history.2026-04-28.listingType,history.2026-04-28.listedDate,history.2026-04-28.removedDate,history.2026-04-28.daysOnMarket,history.2025-07-14.event,history.2025-07-14.price,history.2025-07-14.listingType,history.2025-07-14.listedDate,history.2025-07-14.removedDate,history.2025-07-14.daysOnMarket,history.2025-08-02.event,history.2025-08-02.price,history.2025-08-02.listingType,history.2025-08-02.listedDate,history.2025-08-02.removedDate,history.2025-08-02.daysOnMarket,history.2026-02-12.event,history.2026-02-12.price,history.2026-02-12.listingType,history.2026-02-12.listedDate,history.2026-02-12.removedDate,history.2026-02-12.daysOnMarket,history.2026-07-18.event,history.2026-07-18.price,history.2026-07-18.listingType,history.2026-07-18.listedDate,history.2026-07-18.removedDate,history.2026-07-18.daysOnMarket
"2546-Bartolo-Dr,-Land-O-Lakes,-FL-34639","2546 Bartolo Dr, Land O Lakes, FL 34639",2546 Bartolo Dr,,Land O Lakes,FL,12,34639,Pasco,101,28.193581,-82.419453,Single Family,3,2.0,1979.0,Active,2630,Standard,2026-08-13T00:00:00.000Z,,2026-08-05T00:00:00.000Z,2026-08-13T02:42:35.857Z,1,Pasco,Land O Lakes,Rental Listing,2630,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18934-Randall-Pl,-Land-O-Lakes,-FL-34638","18934 Randall Pl, Land O Lakes, FL 34638",18934 Randall Pl,,Land O Lakes,FL,12,34638,Pasco,101,28.296631,-82.502448,Single Family,3,2.5,1545.0,Active,2085,Standard,2026-08-13T00:00:00.000Z,,2020-01-04T00:49:51.435Z,2026-08-13T02:42:35.855Z,1,Pasco,Land O Lakes,Rental Listing,2085,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22744-Robins-Nest-Ct,-Land-O-Lakes,-FL-34639","22744 Robins Nest Ct, Land O Lakes, FL 34639",22744 Robins Nest Ct,,Land O Lakes,FL,12,34639,Pasco,101,28.214529,-82.439319,Single Family,4,3.0,2930.0,Active,3260,Standard,2026-08-13T00:00:00.000Z,,2020-07-17T03:35:37.422Z,2026-08-13T02:42:35.854Z,1,Pasco,Land O Lakes,Rental Listing,3260,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,3345.0,Standard,2026-07-26T00:00:00.000Z,2026-07-27T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4615-Winding-River-Way,-Land-O-Lakes,-FL-34639","4615 Winding River Way, Land O Lakes, FL 34639",4615 Winding River Way,,Land O Lakes,FL,12,34639,Pasco,101,28.221848,-82.386729,Condo,3,2.5,1536.0,Active,1835,Standard,2026-08-13T00:00:00.000Z,,2026-06-06T00:00:00.000Z,2026-08-13T02:42:35.854Z,1,Pasco,Land O Lakes,Rental Listing,1835,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3457-Bellericay-Ln,-Land-O-Lakes,-FL-34638","3457 Bellericay Ln, Land O Lakes, FL 34638",3457 Bellericay Ln,,Land O Lakes,FL,12,34638,Pasco,101,28.208457,-82.533862,Single Family,3,2.0,1158.0,Active,2000,Standard,2026-08-13T00:00:00.000Z,,2020-11-23T02:21:55.276Z,2026-08-13T02:42:35.852Z,1,Pasco,Land O Lakes,Rental Listing,2000,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,4400.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1430-Maximilian-Dr,-Wesley-Chapel,-FL-33543","1430 Maximilian Dr, Wesley Chapel, FL 33543",1430 Maximilian Dr,,Wesley Chapel,FL,12,33543,Pasco,101,28.178011,-82.330814,Single Family,3,2.0,1690.0,Active,3930,Standard,2026-08-13T00:00:00.000Z,,2020-06-30T01:04:39.594Z,2026-08-13T02:43:34.623Z,1,Pasco,Wesley Chapel,Rental Listing,3930,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,5227.0,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3636-Grecko-Dr,-Wesley-Chapel,-FL-33543","3636 Grecko Dr, Wesley Chapel, FL 33543",3636 Grecko Dr,,Wesley Chapel,FL,12,33543,Pasco,101,28.210263,-82.270887,Single Family,3,2.0,1528.0,Active,2085,Standard,2026-08-13T00:00:00.000Z,,2026-05-22T00:00:00.000Z,2026-08-13T02:43:34.611Z,1,Pasco,Wesley Chapel,Rental Listing,2085,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4944-Cactus-Needle-Ln,-Wesley-Chapel,-FL-33544","4944 Cactus Needle Ln, Wesley Chapel, FL 33544",4944 Cactus Needle Ln,,Wesley Chapel,FL,12,33544,Pasco,101,28.229334,-82.360881,Townhouse,3,2.5,1534.0,Active,1895,Standard,2026-08-13T00:00:00.000Z,,2026-08-09T00:00:00.000Z,2026-08-13T02:43:34.604Z,1,Pasco,Wesley Chapel,Rental Listing,1895,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6452-Tabogi-Trl,-Wesley-Chapel,-FL-33545","6452 Tabogi Trl, Wesley Chapel, FL 33545",6452 Tabogi Trl,,Wesley Chapel,FL,12,33545,Pasco,101,28.250478,-82.315811,Single Family,3,2.0,1292.0,Active,1890,Standard,2026-08-13T00:00:00.000Z,,2020-04-11T04:46:46.472Z,2026-08-13T02:43:34.598Z,1,Pasco,Wesley Chapel,Rental Listing,1890,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,4000.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29828-Cooper-Rd,-Wesley-Chapel,-FL-33545","29828 Cooper Rd, Wesley Chapel, FL 33545",29828 Cooper Rd,,Wesley Chapel,FL,12,33545,Pasco,101,28.25093,-82.322623,Single Family,3,2.0,1440.0,Active,2300,Standard,2026-08-13T00:00:00.000Z,,2022-07-06T01:34:58.394Z,2026-08-13T02:43:34.593Z,1,Pasco,Wesley Chapel,Rental Listing,2300,Standard,2026-08-13T00:00:00.000Z,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rental Listing,2350.0,Standard,2024-10-17T00:00:00.000Z,2024-10-18T00:00:00.000Z,1.0,Rental Listing,2350.0,Standard,2024-10-25T00:00:00.000Z,2024-10-26T00:00:00.000Z,1.0,Rental Listing,2300.0,Standard,2025-04-22T00:00:00.000Z,2025-04-23T00:00:00.000Z,1.0,Rental Listing,2300.0,Standard,2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
